W,cos_th,cs,dcs
2.435,0.3,18.4461,2.12273
2.435,0.4,26.0855,2.88208
2.435,0.5,50.3725,5.31225
2.435,0.6,85.5458,8.8944
2.435,0.7,129.106,13.2673
2.435,0.8,188.742,19.2825
2.435,0.88,165.967,20.2867
2.445,-0.8,19.6716,4.04395
2.445,-0.7,9.94718,1.69201
2.445,-0.6,6.9869,1.30159
2.445,-0.5,7.98958,1.19695
2.445,-0.4,6.71634,1.0053
2.445,-0.3,8.00549,1.17453
2.445,-0.2,9.35831,1.27059
2.445,-0.1,10.8703,1.57948
2.445,0,11.3955,1.41778
2.445,0.1,9.23099,1.17818
2.445,0.2,11.8093,1.40649
2.445,0.3,16.5203,1.90817
2.445,0.4,25.8786,2.85659
2.445,0.5,51.7572,5.43882
2.445,0.6,89.2541,9.55318
2.445,0.7,147.202,15.4703
2.445,0.8,182.996,19.0384
2.445,0.88,150.815,22.915
2.455,-0.8,15.6131,3.30463
2.455,-0.7,10.6156,1.74475
2.455,-0.6,7.17789,1.31194
2.455,-0.5,6.66859,1.03825
2.455,-0.4,6.54127,0.958268
2.455,-0.3,8.14873,1.17284
2.455,-0.2,9.94718,1.31457
2.455,-0.1,9.27873,1.38966
2.455,0,9.18324,1.17444
2.455,0.1,10.4406,1.2661
2.455,0.2,12.5096,1.49122
2.455,0.3,17.332,1.98659
2.455,0.4,23.2048,2.57406
2.455,0.5,48.2876,5.08929
2.455,0.6,83.1107,8.64715
2.455,0.7,125.446,12.8676
2.455,0.8,182.678,18.7097
2.455,0.88,136.746,18.7279
2.465,-0.8,12.5892,2.81218
2.465,-0.7,7.92592,2.39495
2.465,-0.6,5.77732,1.21279
2.465,-0.5,5.33169,0.944695
2.465,-0.4,6.71634,1.02921
2.465,-0.3,6.87549,1.10062
2.465,-0.2,7.73493,1.13279
2.465,-0.1,9.02409,1.40912
2.465,0,8.06916,1.11118
2.465,0.1,8.3238,1.09809
2.465,0.2,11.1249,1.4058
2.465,0.3,14.9765,1.7848
2.465,0.4,24.8759,2.77307
2.465,0.5,43.7676,4.69639
2.465,0.6,84.4635,8.83111
2.465,0.7,127.085,13.082
2.465,0.8,178.413,18.2489
2.465,0.87,178.301,19.0984
2.475,-0.8,13.178,3.03815
2.475,-0.7,9.23099,1.69072
2.475,-0.6,6.50944,1.2766
2.475,-0.5,5.1407,0.881593
2.475,-0.4,6.39803,0.996473
2.475,-0.3,8.26014,1.2269
2.475,-0.2,8.61028,1.20536
2.475,-0.1,8.64211,1.33581
2.475,0,9.46972,1.2167
2.475,0.1,8.64211,1.11232
2.475,0.2,8.92859,1.13472
2.475,0.3,13.3849,1.58211
2.475,0.4,22.2658,2.48267
2.475,0.5,42.6217,4.53859
2.475,0.6,76.3785,7.98349
2.475,0.7,129.17,13.2662
2.475,0.8,182.105,18.5716
2.475,0.87,189.999,21.1796
2.485,-0.8,16.2816,3.44843
2.485,-0.7,10.2496,1.78732
2.485,-0.6,8.22831,1.46292
2.485,-0.5,5.04521,0.889118
2.485,-0.4,6.3662,0.982258
2.485,-0.3,8.43521,1.22715
2.485,-0.2,8.19648,1.1424
2.485,-0.1,10.5838,1.53667
2.485,0,7.91,1.05644
2.485,0.1,10.8066,1.32342
2.485,0.2,10.2814,1.26217
2.485,0.3,12.7801,1.53129
2.485,0.4,21.3586,2.38725
2.485,0.5,43.0673,4.58591
2.485,0.6,82.3309,8.84433
2.485,0.7,133.404,13.9487
2.485,0.8,183.967,18.9363
2.485,0.87,201.188,22.3112
2.495,-0.8,12.7642,2.91984
2.495,-0.7,7.81451,1.50751
2.495,-0.6,5.52268,1.02158
2.495,-0.5,4.39268,0.826651
2.495,-0.4,4.74282,0.793869
2.495,-0.3,6.22296,0.997714
2.495,-0.2,6.42986,0.974382
2.495,-0.1,8.84901,1.36135
2.495,0,9.31056,1.21451
2.495,0.1,8.43521,1.08622
2.495,0.2,9.35831,1.16883
2.495,0.3,11.2841,1.36269
2.495,0.4,20.7538,2.34061
2.495,0.5,40.0593,4.27617
2.495,0.6,74.198,7.76569
2.495,0.7,119.478,12.5387
2.495,0.8,163.611,17.2834
2.495,0.87,191.384,21.6355
2.505,-0.8,11.0613,2.5448
2.505,-0.7,7.63944,1.45764
2.505,-0.6,5.80916,1.18645
2.505,-0.5,5.39535,0.948303
2.505,-0.4,4.32901,0.743756
2.505,-0.3,6.81183,1.09665
2.505,-0.2,8.19648,1.21086
2.505,-0.1,8.16465,1.28075
2.505,0,6.49352,0.920576
2.505,0.1,8.67394,1.11479
2.505,0.2,9.48563,1.18857
2.505,0.3,12.7165,1.51724
2.505,0.4,21.8679,2.44704
2.505,0.5,39.2476,4.21747
2.505,0.6,72.4951,7.58889
2.505,0.7,114.512,11.7926
2.505,0.8,179.352,18.3408
2.505,0.87,174.418,18.7017
2.515,-0.8,10.2973,2.42575
2.515,-0.7,5.37944,1.15192
2.515,-0.6,4.67916,1.02075
2.515,-0.5,3.54916,0.701238
2.515,-0.4,4.47225,0.752183
2.515,-0.3,5.93648,0.967486
2.515,-0.2,6.41394,0.973332
2.515,-0.1,6.9869,1.14505
2.515,0,7.84634,1.06235
2.515,0.1,7.25747,0.965398
2.515,0.2,8.70578,1.0976
2.515,0.3,10.3292,1.27533
2.515,0.4,18.2392,2.06621
2.515,0.5,38.1494,4.08061
2.515,0.6,73.1635,7.65277
2.515,0.7,114.448,11.8792
2.515,0.8,174.179,17.8149
2.515,0.87,187.309,20.1166
2.525,-0.8,12.1754,5.15911
2.525,-0.7,4.58366,1.13151
2.525,-0.6,4.71099,1.07911
2.525,-0.5,3.81972,0.769889
2.525,-0.4,4.66324,0.922343
2.525,-0.3,6.47761,1.07621
2.525,-0.2,6.49352,1.02709
2.525,-0.1,7.06648,1.20079
2.525,0,7.51211,1.04896
2.525,0.1,7.81451,1.04931
2.525,0.2,9.08775,1.17704
2.525,0.3,11.8411,1.46313
2.525,0.4,17.1569,2.00345
2.525,0.5,36.6534,3.98965
2.525,0.6,68.2616,7.20062
2.525,0.7,118.777,12.2725
2.525,0.8,168.991,17.3184
2.525,0.87,168.052,18.1453
2.535,-0.8,9.94718,2.4256
2.535,-0.7,6.47761,1.28871
2.535,-0.6,4.21761,0.914726
2.535,-0.5,3.83563,0.840635
2.535,-0.4,4.24944,0.726188
2.535,-0.3,6.41394,1.02208
2.535,-0.2,7.44845,1.08998
2.535,-0.1,6.31845,1.05392
2.535,0,7.38479,1.00683
2.535,0.1,7.00282,0.935772
2.535,0.2,8.29197,1.05516
2.535,0.3,10.1859,1.26375
2.535,0.4,15.0561,1.74963
2.535,0.5,33.8045,3.64703
2.535,0.6,61.8158,6.49383
2.535,0.7,108.687,11.2043
2.535,0.8,160.221,16.3637
2.535,0.87,182.328,19.5086
2.545,-0.8,9.99493,2.51489
2.545,-0.7,4.79056,1.08261
2.545,-0.6,5.2362,1.10305
2.545,-0.5,4.07437,0.76929
2.545,-0.4,3.56507,0.674817
2.545,-0.3,4.9338,0.882844
2.545,-0.2,5.68183,0.901791
2.545,-0.1,7.01873,1.15963
2.545,0,7.06648,0.972717
2.545,0.1,7.67127,1.00712
2.545,0.2,8.56254,1.08628
2.545,0.3,10.4087,1.27256
2.545,0.4,14.9765,1.83849
2.545,0.5,34.4252,3.72863
2.545,0.6,64.6806,6.81059
2.545,0.7,117.695,12.1284
2.545,0.8,163.977,16.7607
2.545,0.87,174.195,18.7449
2.555,-0.8,14.5945,3.44397
2.555,-0.7,6.5731,1.36267
2.555,-0.6,3.45366,0.838384
2.555,-0.5,2.27592,0.543343
2.555,-0.4,5.15662,0.869656
2.555,-0.3,6.00014,1.00938
2.555,-0.2,5.61817,0.910262
2.555,-0.1,6.17521,1.00727
2.555,0,5.0293,0.774409
2.555,0.1,6.62085,0.907541
2.555,0.2,7.17789,1.03671
2.555,0.3,8.26014,1.07269
2.555,0.4,15.7723,1.8275
2.555,0.5,30.3349,3.33456
2.555,0.6,62.1341,6.59017
2.555,0.7,110.231,11.5326
2.555,0.8,164.455,16.9504
2.555,0.87,199.612,21.6333
2.565,-0.4,4.15394,0.883591
2.565,-0.3,5.18845,0.884386
2.565,-0.2,5.07704,0.852127
2.565,-0.1,5.50676,0.928865
2.565,0,6.20704,0.877808
2.565,0.1,5.90465,0.822757
2.565,0.2,7.32113,0.970193
2.565,0.3,9.11958,1.14981
2.565,0.4,15.3266,1.78102
2.565,0.5,31.0989,3.38507
2.565,0.6,62.707,6.59825
2.565,0.7,111.249,11.4721
2.565,0.8,166.524,17.0231
2.565,0.87,166.285,18.1053
2.575,-0.8,10.6475,2.39794
2.575,-0.7,6.3662,1.35282
2.575,-0.6,3.64465,0.889761
2.575,-0.5,4.67916,0.842223
2.575,-0.4,3.69239,0.681629
2.575,-0.3,4.69507,0.856373
2.575,-0.2,6.0638,1.00048
2.575,-0.1,5.15662,0.882522
2.575,0,5.66592,0.817189
2.575,0.1,4.98155,0.723882
2.575,0.2,7.09831,0.953491
2.575,0.3,9.08775,1.14729
2.575,0.4,13.178,1.55613
2.575,0.5,25.6717,2.85157
2.575,0.6,56.6114,5.97972
2.575,0.7,103.546,10.7063
2.575,0.8,149.94,15.4047
2.575,0.87,183.474,21.1733
2.585,-0.8,13.8146,3.36804
2.585,-0.7,7.41662,1.57077
2.585,-0.6,4.64732,1.07634
2.585,-0.5,3.93113,0.803077
2.585,-0.4,4.71099,0.870588
2.585,-0.3,5.47493,0.979076
2.585,-0.2,5.10887,0.959086
2.585,-0.1,5.55451,0.918975
2.585,0,4.36085,0.694974
2.585,0.1,5.37944,0.797593
2.585,0.2,6.42986,0.904829
2.585,0.3,7.59169,1.14672
2.585,0.4,12.0321,1.47863
2.585,0.5,26.9449,3.02944
2.585,0.6,53.5875,5.7443
2.585,0.7,98.7875,10.2813
2.585,0.8,153.314,15.7477
2.585,0.87,169.214,18.6454
2.595,-0.5,2.94437,0.923544
2.595,-0.4,4.74282,1.61501
2.595,-0.3,4.48817,0.899787
2.595,-0.2,5.71366,1.07212
2.595,-0.1,5.17254,0.922584
2.595,0,5.2362,0.824295
2.595,0.1,3.77197,0.633767
2.595,0.2,4.64732,0.725446
2.595,0.3,7.30521,1.01196
2.595,0.4,13.178,1.60895
2.595,0.5,26.547,3.01648
2.595,0.6,53.4761,5.73967
2.595,0.7,90.6706,9.47129
2.595,0.8,144.115,14.8345
2.595,0.87,158.502,17.7357
2.605,-0.8,12.6369,2.57542
2.605,-0.7,6.62085,1.14896
2.605,-0.6,3.51732,0.727324
2.605,-0.5,2.37141,0.463195
2.605,-0.4,2.91254,0.519121
2.605,-0.3,4.94972,0.781516
2.605,-0.2,3.5969,0.636572
2.605,-0.1,4.7269,0.694851
2.605,0,5.15662,0.692051
2.605,0.1,4.75873,0.630625
2.605,0.2,4.79056,0.63303
2.605,0.3,6.19113,0.78184
2.605,0.4,11.5546,1.34292
2.605,0.5,28.3455,3.09447
2.605,0.6,52.2506,5.45289
2.605,0.7,93.599,9.60334
2.605,0.8,151.054,15.3717
2.605,0.87,167.988,18.1095
2.615,-0.8,11.2841,2.28718
2.615,-0.7,6.28662,1.13003
2.615,-0.6,2.32366,0.5598
2.615,-0.5,3.00803,0.537654
2.615,-0.4,2.73747,0.496156
2.615,-0.3,3.72423,0.630937
2.615,-0.2,3.29451,0.567067
2.615,-0.1,4.67916,0.679977
2.615,0,4.58366,0.628297
2.615,0.1,5.53859,0.710879
2.615,0.2,5.28394,0.691223
2.615,0.3,6.31845,0.79196
2.615,0.4,11.7456,1.32848
2.615,0.5,24.3189,2.63049
2.615,0.6,49.3539,5.15716
2.615,0.7,94.4266,9.68757
2.615,0.8,154.651,15.7224
2.615,0.87,145.977,15.7111
2.625,-0.8,9.05592,2.5682
2.625,-0.7,5.92056,1.2476
2.625,-0.6,2.6738,0.734744
2.625,-0.5,3.05577,0.635353
2.625,-0.4,3.67648,0.694216
2.625,-0.3,4.18578,0.761901
2.625,-0.2,3.50141,0.698834
2.625,-0.1,4.16986,0.708631
2.625,0,3.93113,0.643366
2.625,0.1,4.61549,0.675612
2.625,0.2,4.94972,0.721695
2.625,0.3,5.50676,0.772051
2.625,0.4,9.59704,1.17872
2.625,0.5,22.7273,2.55248
2.625,0.6,49.6723,5.31605
2.625,0.7,94.554,10.1052
2.625,0.8,150.354,15.5091
2.625,0.87,167.749,18.7195
2.635,-0.8,9.85169,2.71556
2.635,-0.7,6.47761,1.34413
2.635,-0.6,4.16986,0.969597
2.635,-0.5,2.7693,0.607872
2.635,-0.4,3.34225,0.704968
2.635,-0.3,4.56775,0.836085
2.635,-0.2,4.02662,0.807794
2.635,-0.1,3.70831,0.669187
2.635,0,4.23352,0.687056
2.635,0.1,4.75873,0.708732
2.635,0.2,4.09028,0.64088
2.635,0.3,5.47493,0.792483
2.635,0.4,9.94718,1.23509
2.635,0.5,21.3586,2.44678
2.635,0.6,41.237,4.44945
2.635,0.7,89.7634,9.34813
2.635,0.8,141.934,14.5671
2.635,0.87,179.702,20.3424
2.645,-0.8,6.17521,1.88647
2.645,-0.7,3.43775,0.940437
2.645,-0.6,2.49873,0.84928
2.645,-0.5,2.62606,0.718184
2.645,-0.4,3.31042,0.675544
2.645,-0.3,3.81972,0.715313
2.645,-0.2,4.75873,0.900036
2.645,-0.1,3.86747,0.678136
2.645,0,4.18578,0.671606
2.645,0.1,4.29718,0.654279
2.645,0.2,3.96296,0.620502
2.645,0.3,5.18845,0.749679
2.645,0.4,9.2469,1.15039
2.645,0.5,21.5177,2.4454
2.645,0.6,43.8631,4.71108
2.645,0.7,79.0682,8.23227
2.645,0.8,132.863,13.6549
2.645,0.87,146.2,16.8393
2.655,-0.8,9.04,2.49331
2.655,-0.7,4.7269,1.12293
2.655,-0.6,3.50141,0.840363
2.655,-0.5,2.06901,0.505802
2.655,-0.4,2.68972,0.590078
2.655,-0.3,2.86479,0.598261
2.655,-0.2,4.05845,0.823194
2.655,-0.1,3.5969,0.649766
2.655,0,2.99211,0.510647
2.655,0.1,3.46958,0.552302
2.655,0.2,4.18578,0.647017
2.655,0.3,4.34493,0.657425
2.655,0.4,8.80127,1.09564
2.655,0.5,18.6052,2.15239
2.655,0.6,39.7569,4.28242
2.655,0.7,81.169,8.4607
2.655,0.8,135.568,13.9255
2.655,0.87,155.001,18.0488
2.665,-0.8,8.19648,2.43399
2.665,-0.7,5.07704,1.13811
2.665,-0.6,3.34225,0.804795
2.665,-0.5,2.35549,0.546724
2.665,-0.4,2.99211,0.618341
2.665,-0.3,3.5969,0.690035
2.665,-0.2,4.37676,0.866664
2.665,-0.1,3.77197,0.646625
2.665,0,3.15127,0.532881
2.665,0.1,3.75606,0.582812
2.665,0.2,3.37408,0.546353
2.665,0.3,4.99747,0.713533
2.665,0.4,7.41662,0.9372
2.665,0.5,18.1914,2.09272
2.665,0.6,39.6296,4.24729
2.665,0.7,84.7182,8.81045
2.665,0.8,130.348,13.3846
2.665,0.87,128.534,15.2359
2.675,-0.8,6.41394,2.70325
2.675,-0.7,4.39268,1.08012
2.675,-0.6,2.02127,0.637672
2.675,-0.5,1.79845,0.57023
2.675,-0.4,2.48282,0.580939
2.675,-0.3,2.56239,0.570124
2.675,-0.2,3.40592,0.764434
2.675,-0.1,2.70563,0.521339
2.675,0,4.09028,0.653212
2.675,0.1,4.45634,0.676736
2.675,0.2,3.21493,0.536671
2.675,0.3,3.96296,0.60834
2.675,0.4,7.65535,0.985554
2.675,0.5,17.3479,2.02802
2.675,0.6,40.8073,4.40364
2.675,0.7,81.1054,8.47741
2.675,0.8,135.982,13.9767
2.675,0.87,145.102,17.5029
2.685,-0.8,6.31845,1.99656
2.685,-0.7,4.98155,1.20588
2.685,-0.6,3.03986,0.85186
2.685,-0.5,3.15127,0.826387
2.685,-0.4,2.41916,0.755951
2.685,-0.3,3.21493,0.684929
2.685,-0.2,2.10085,0.580478
2.685,-0.1,2.92845,0.573744
2.685,0,3.96296,0.670723
2.685,0.1,3.54916,0.594927
2.685,0.2,2.7693,0.497919
2.685,0.3,4.56775,0.70814
2.685,0.4,6.58901,0.90522
2.685,0.5,19.1304,2.26336
2.685,0.6,39.6455,4.34035
2.685,0.7,80.6438,8.49109
2.685,0.8,130.587,13.4956
2.685,0.87,130.841,17.7002
2.695,-0.8,8.61028,2.50793
2.695,-0.7,4.18578,1.10124
2.695,-0.6,3.56507,0.945166
2.695,-0.5,2.08493,0.654785
2.695,-0.4,2.81704,0.652785
2.695,-0.3,2.61014,0.600788
2.695,-0.2,3.27859,1.00964
2.695,-0.1,2.78521,0.539075
2.695,0,3.29451,0.593264
2.695,0.1,3.61282,0.586133
2.695,0.2,3.05577,0.54034
2.695,0.3,4.09028,0.653212
2.695,0.4,6.44578,0.883884
2.695,0.5,14.8969,1.81367
2.695,0.6,37.5287,4.08894
2.695,0.7,76.6013,8.03786
2.695,0.8,125.621,12.9513
2.695,0.87,151.627,20.1099
2.705,-0.8,7.32113,2.30005
2.705,-0.7,5.79324,1.29825
2.705,-0.6,3.13535,0.840526
2.705,-0.5,2.6738,0.719944
2.705,-0.4,2.72155,0.648722
2.705,-0.3,2.13268,0.494037
2.705,-0.2,2.83296,0.859708
2.705,-0.1,2.70563,0.521339
2.705,0,2.59423,0.488399
2.705,0.1,2.8807,0.5042
2.705,0.2,3.81972,0.62396
2.705,0.3,3.72423,0.618161
2.705,0.4,7.1938,0.971241
2.705,0.5,14.8014,1.84304
2.705,0.6,36.9876,4.1198
2.705,0.7,73.5137,7.87834
2.705,0.8,121.133,12.583
2.705,0.87,151.579,24.9225
2.715,-0.8,7.62352,2.17515
2.715,-0.7,3.96296,0.960881
2.715,-0.6,2.99211,0.746916
2.715,-0.5,1.81437,0.555667
2.715,-0.4,2.13268,0.537501
2.715,-0.3,1.8462,0.438633
2.715,-0.2,2.4669,0.609222
2.715,-0.1,1.97352,0.401929
2.715,0,2.51465,0.457315
2.715,0.1,2.92845,0.494037
2.715,0.2,3.10352,0.517254
2.715,0.3,4.63141,0.6767
2.715,0.4,6.03197,0.810349
2.715,0.5,15.3903,1.81966
2.715,0.6,35.2369,3.80972
2.715,0.7,68.2934,7.16415
2.715,0.8,133.245,13.6812
2.715,0.87,158.662,31.6954
2.725,-0.8,7.16197,2.50769
2.725,-0.7,3.77197,1.04155
2.725,-0.6,2.26,0.690563
2.725,-0.5,1.90986,0.588873
2.725,-0.4,3.07169,0.664172
2.725,-0.3,2.57831,0.556687
2.725,-0.2,2.84887,0.756013
2.725,-0.1,2.94437,0.547467
2.725,0,2.62606,0.490097
2.725,0.1,2.51465,0.457315
2.725,0.2,2.6738,0.479381
2.725,0.3,3.10352,0.517254
2.725,0.4,6.38211,0.857668
2.725,0.5,16.2497,1.91783
2.725,0.6,33.343,3.65455
2.725,0.7,67.9592,7.12748
2.725,0.8,122.645,12.628
2.725,0.87,179.447,74.7757
2.755,-0.8,4.87014,1.63399
2.755,-0.7,3.26268,0.93418
2.755,-0.6,2.54648,0.715313
2.755,-0.5,2.19634,0.643435
2.755,-0.4,2.45099,0.623181
2.755,-0.3,1.35282,0.375366
2.755,-0.21,3.26268,1.51567
2.755,-0.1,2.72155,0.577452
2.755,0,2.43507,0.60794
2.755,0.1,1.79845,0.422193
2.755,0.2,2.33958,0.663332
2.755,0.3,2.64197,0.464438
2.755,0.4,5.36352,0.7619
2.755,0.5,11.5228,1.43749
2.755,0.6,27.9794,3.10783
2.755,0.7,58.378,6.17263
2.755,0.8,111.186,11.4857
2.755,0.86,138.035,16.1437
2.765,-0.8,4.98155,1.7896
2.765,-0.7,3.43775,0.910884
2.765,-0.6,2.13268,0.64129
2.765,-0.5,1.89394,0.469604
2.765,-0.4,1.65521,0.460494
2.765,-0.3,1.78254,0.615261
2.765,-0.2,1.79845,0.49535
2.765,-0.1,1.83028,0.395092
2.765,0,2.13268,0.423651
2.765,0.1,2.54648,0.445918
2.765,0.2,2.94437,0.507864
2.765,0.3,2.37141,0.422888
2.765,0.4,5.79324,0.792739
2.765,0.5,11.7616,1.4567
2.765,0.6,27.4542,3.0263
2.765,0.7,65.349,6.86429
2.765,0.8,118.857,12.245
2.765,0.86,137.064,16.5607
2.775,-0.7,3.05577,0.852429
2.775,-0.6,2.49873,0.698741
2.775,-0.5,2.02127,0.59258
2.775,-0.4,2.19634,0.554636
2.775,-0.3,2.53056,0.554492
2.775,-0.2,2.16451,0.568065
2.775,-0.1,1.94169,0.400375
2.775,0,1.79845,0.37954
2.775,0.1,2.40324,0.437896
2.775,0.2,2.19634,0.413325
2.775,0.3,2.96028,0.49593
2.775,0.4,4.34493,0.681638
2.775,0.5,10.4087,1.31022
2.775,0.6,27.5816,3.05134
2.775,0.7,57.3276,6.04757
2.775,0.8,112.252,11.5733
2.775,0.86,142.253,17.3673
2.785,-0.7,2.11676,0.731575
2.785,-0.6,2.41916,0.695935
2.785,-0.5,1.98944,0.606514
2.785,-0.4,2.37141,0.590808
2.785,-0.3,2.4669,0.565896
2.785,-0.2,2.00535,0.547354
2.785,-0.1,1.78254,0.392904
2.785,0,2.26,0.443823
2.785,0.1,2.03718,0.391417
2.785,0.2,2.06901,0.406702
2.785,0.3,2.22817,0.415025
2.785,0.4,4.13803,0.631827
2.785,0.5,9.4538,1.22553
2.785,0.6,26.1173,2.91257
2.785,0.7,58.187,6.1494
2.785,0.8,105.79,10.9518
2.785,0.86,140.693,16.8273
2.795,-0.8,5.4431,1.89426
2.795,-0.7,2.99211,0.895017
2.795,-0.6,1.95761,0.650842
2.795,-0.5,1.59155,0.564047
2.795,-0.4,1.86211,0.52735
2.795,-0.3,1.36873,0.405755
2.795,-0.2,2.49873,0.654375
2.795,-0.1,1.3369,0.345245
2.795,0,1.98944,0.416624
2.795,0.1,2.16451,0.425262
2.795,0.2,1.86211,0.424944
2.795,0.3,2.78521,0.485683
2.795,0.4,4.36085,0.658479
2.795,0.5,9.08775,1.20794
2.795,0.6,27.7089,3.11923
2.795,0.7,57.6618,6.13154
2.795,0.8,114.194,11.8378
2.795,0.86,116.629,14.6111
2.805,-0.8,3.51732,1.36701
2.805,-0.7,2.22817,0.734876
2.805,-0.6,2.03718,0.623115
2.805,-0.5,0.779859,0.358721
2.805,-0.4,2.13268,0.552146
2.805,-0.3,2.06901,0.476934
2.805,-0.2,1.78254,0.630511
2.805,-0.1,1.68704,0.374389
2.805,0,2.13268,0.423651
2.805,0.1,1.90986,0.37121
2.805,0.2,2.11676,0.409152
2.805,0.3,2.53056,0.432014
2.805,0.4,4.50408,0.644899
2.805,0.5,8.88085,1.15095
2.805,0.6,24.7645,2.76308
2.805,0.7,53.0304,5.63647
2.805,0.8,102.05,10.5535
2.805,0.86,104.469,12.7843
2.815,-0.8,2.86479,1.19663
2.815,-0.7,2.35549,0.784238
2.815,-0.6,2.65789,0.763925
2.815,-0.5,1.24141,0.462602
2.815,-0.3,1.46423,0.423974
2.815,-0.2,1.28916,0.509944
2.815,-0.1,1.14592,0.293829
2.815,0,1.81437,0.394358
2.815,0.1,2.0531,0.433653
2.815,0.2,2.18042,0.453714
2.815,0.3,2.99211,0.523627
2.815,0.4,4.83831,0.725886
2.815,0.5,10.1859,1.364
2.815,0.6,20.897,2.47222
2.815,0.7,54.0013,5.95692
2.815,0.8,98.1986,10.2891
2.815,0.86,139.913,17.2503
2.825,-0.8,4.04254,1.53435
2.825,-0.7,2.72155,0.825983
2.825,-0.6,2.89662,0.967479
2.825,-0.5,1.52789,0.516496
2.825,-0.4,1.40056,0.543564
2.825,-0.3,1.55972,0.442222
2.825,-0.2,1.65521,0.62703
2.825,-0.1,1.19366,0.310352
2.825,0,1.59155,0.355881
2.825,0.1,1.62338,0.343214
2.825,0.2,1.83028,0.381059
2.825,0.3,2.32366,0.407063
2.825,0.4,3.70831,0.579746
2.825,0.5,9.02409,1.17213
2.825,0.6,22.3772,2.54371
2.825,0.7,51.789,5.51983
2.825,0.8,105.997,10.9759
2.825,0.86,121.531,15.1942
2.835,-0.8,3.53324,1.47532
2.835,-0.7,2.86479,0.890841
2.835,-0.6,1.60746,0.579772
2.835,-0.5,1.08225,0.443137
2.835,-0.4,1.24141,0.539683
2.835,-0.3,1.86211,0.617613
2.835,-0.2,1.13,0.490654
2.835,-0.1,0.986761,0.273098
2.835,0,1.62338,0.357316
2.835,0.1,1.67113,0.359511
2.835,0.2,2.57831,0.487555
2.835,0.3,1.90986,0.37121
2.835,0.4,3.5969,0.572684
2.835,0.5,7.94183,1.05883
2.835,0.6,20.8175,2.3763
2.835,0.7,47.5078,5.0969
2.835,0.8,90.7661,9.44445
2.835,0.86,117.345,15.4659
